variante,canonico,codigo,classe,origem,confianca_mapeamento,risco_palavra_comum,ocorrencias,status,confianca,arquivo,evidencia
Lilif,Lilith como Rakshasa (Espécie Não-Humana),RC-794,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-794-lilith-como-rakshasa.md,"- **Grafia preferida:** Lilith como Rakshasa (Espécie Não-Humana) - **Variações STT capturadas:** ""Rxassa"", ""Rchaça"", ""Rxaças"", ""rachaças"", ""Lilif"", ""Lili"" - **Idioma de origem:** "
linhagem dos descendentes da Trimurti,Adhytia,RC-308,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-308-adhytia-nivel-hierarquico.md,- **Grafia preferida:** Adhytia - **Variações:** Adityas (mitologia hindu — verificar relação); linhagem dos descendentes da Trimurti - **Obs.:** distinguir de Adhy (gênero espirit
livre-arbítrio (aproximação,Liberdade Mental,RC-253,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-253-liberdade-mental-premissa-do-quarto-logos.md,- **Grafia preferida:** Liberdade Mental - **Variações:** liberdade de pensamento; crivo lógico da razão; livre-arbítrio (aproximação)
lokas envolvidas,Os 270 Mundos,RC-265,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-265-os-270-mundos-profecia-do-zohar.md,"- **Grafia preferida:** Os 270 Mundos - **Variações:** 270 mundos da Criação; ""moradas""/lokas envolvidas; público-alvo do Zohar"
lona,Greve de Fome Genética (Suicídio como Quebra do Código Demoníaco),RC-824,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-824-greve-de-fome-genetica.md,"- **Grafia preferida:** Greve de Fome Genética (Suicídio como Quebra do Código Demoníaco) - **Variações STT capturadas:** ""greve de fome"", ""sata garra"", ""lona"", ""jejum"" - **Idioma "
loop mental vivo,Egrégora de Lilith / Noreia (Loop Mental Vivo),RC-787,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-787-egregora-de-lilith-noreia.md,"- **Grafia preferida:** Egrégora de Lilith / Noreia (Loop Mental Vivo) - **Variações STT capturadas:** ""loops mentais"", ""cópias de consciências"", ""egrégora viva"", ""loop mental vivo"
luta íntima do bem e do mal,Jesus como Último Avatar (Não Mata),RC-800,variacao,etimologia,referencia_oral,nao,0,em análise,baixa,RC-800-jesus-como-ultimo-avatar.md,"- **Grafia preferida:** Jesus como Último Avatar (Não Mata) - **Variações STT capturadas:** ""último avatar"", ""Jesus resolveu não matar"", ""luta íntima do bem e do mal"" - **Idioma de"
Lúcifer com humanos,13 Livros de Lúcifer com Humanos (Necessários Antes do Fim),RC-833,variacao,etimologia,referencia_oral,nao,0,em análise,baixa,RC-833-13-livros-de-lucifer-com-humanos.md,"- **Grafia preferida:** 13 Livros de Lúcifer com Humanos (Necessários Antes do Fim) - **Variações STT capturadas:** ""13 livros"", ""9 livros"", ""Lúcifer com humanos"", ""rebelião de Lúc"
Maat (Egípcia,Elm,RC-454,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-454-elm-moros---ser-lm-de-temperion.md,- **Grafia preferida:** Elm - **⚠️ GRAFIA OFICIAL DO EPÍTETO/VARIAÇÃO FONÉTICA (o ser de 4 cabeças): MORREN SO** — consagrada pela Devolutiva O-4 da P2022-09-24 (antes o STT captur
Madalena,Maria Madalena,RC-943,variacao,etimologia,conceitual,nao,0,verificado,média,RC-943-maria-madalena.md,- **Grafia preferida:** Maria Madalena - **Variações / grafias alternativas:** Madalena - **Idioma de origem:** — (pessoa; «Madalena» = de Magdala)
Magant,Mahatma Magant como Libertador da Alimentação Demoníaca,RC-822,variacao,etimologia,referencia_oral,nao,0,em análise,baixa,RC-822-mahatma-magant-libertador.md,"- **Grafia preferida:** Mahatma Magant como Libertador da Alimentação Demoníaca - **Variações STT capturadas:** ""Mahatma Magant"", ""Magant"", ""Mahatma"" - **Idioma de origem:** Sânscr"
Mahatma,Mahatma Magant como Libertador da Alimentação Demoníaca,RC-822,variacao,etimologia,referencia_oral,nao,0,em análise,baixa,RC-822-mahatma-magant-libertador.md,"- **Grafia preferida:** Mahatma Magant como Libertador da Alimentação Demoníaca - **Variações STT capturadas:** ""Mahatma Magant"", ""Magant"", ""Mahatma"" - **Idioma de origem:** Sânscr"
mal como ignorância,O Mal,RC-223,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-223-o-mal-subproduto-da-ignorancia-espiritual.md,- **Grafia preferida:** O Mal: Subproduto da Ignorância Espiritual - **Variações:** mal como ignorância; subproduto da ignorância espiritual
marcas,Código Genético como Marca da Herança Demoníaca,RC-825,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-825-codigo-genetico-como-marca-heranca-demoniaca.md,"- **Grafia preferida:** Código Genético como Marca da Herança Demoníaca - **Variações STT capturadas:** ""código genético"", ""sequências genéticas"", ""DNA"", ""infecção"", ""marcas"", ""ele"
Matriz Modeladora Eterna,Matriz Modeladora,RC-210,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-210-matriz-modeladora-matriz-de-cocriacao.md,- **Grafia preferida:** Matriz Modeladora - **Variações:** Matriz Modeladora Eterna; Fonte Primordial Formadora do Todo; padrão estruturante espiritual
matriz original,Realidade Maior / Paraíso Original,RC-204,variacao,etimologia,referencia_oral,nao,0,em análise,baixa,RC-204-realidade-maior-paraiso-original.md,"- **Grafia preferida:** Realidade Maior / Paraíso Original. - **Variações:** nível paradisíaco; Paraíso; matriz original. - **Termo externo local:** Ilha Estacionária do Paraíso, d"
matéria e antimatéria,Fissão em Dois Universos (Matéria + Antimatéria),RC-811,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-811-fissao-em-dois-universos.md,"- **Grafia preferida:** Fissão em Dois Universos (Matéria + Antimatéria) - **Variações STT capturadas:** ""universo paralelo"", ""matéria e antimatéria"", ""fissão"" - **Idioma de origem"
Mavatna (forma usada no corpus,ADHYMAVATANA,RC-408,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-408-adhymavatana-nome-completo-de-mavatna-vishnu.md,- **Grafia preferida:** ADHYMAVATANA - **Variações:** Adhy-Mavatana; Mavatna (forma usada no corpus); Vishnu (expressão Adhydaiva) - **Origem:** composto RC (Adhy + Mavatna)
mediocrizada,"Patriarcado desde Pandora (Origem no Feminino, Dominação pelo Masculin",RC-818,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-818-patriarcado-desde-pandora.md,"- **Grafia preferida:** Patriarcado desde Pandora (Origem no Feminino, Dominação pelo Masculino) - **Variações STT capturadas:** ""patriarcalismo"", ""patriarcado"", ""ferrando feminino"
medo de ter relação sexual,Pulsação dos Elétrons Como Afetividade Humana,RC-832,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-832-pulsacao-dos-eletrons-como-afetividade.md,"- **Grafia preferida:** Pulsação dos Elétrons Como Afetividade Humana - **Variações STT capturadas:** ""pulsação dos elétrons"", ""comportamento biológico"", ""afetividade"", ""identidade"
"membros chamados ""endrelnianos"" (B015",En Drel,RC-055,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-055-en-drel.md,"- **Grafia preferida:** En Drel - **Variações:** Família En Drel; membros chamados ""endrelnianos"" (B015); Zont En Drel (pré-nome dos despertos)"
memória do elétron,Memória Quântica dos Elétrons,RC-161,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-161-memoria-quantica-dos-eletrons.md,"- **Grafia preferida:** Memória Quântica dos Elétrons - **Variações:** memória do elétron; elétron como ""agente básico da vida universal""; ponte quântica"
memória dos antielétrons,Memória dos Elétrons e Arcanos,RC-829,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-829-memoria-dos-eletrons-e-arcanos.md,"- **Grafia preferida:** Memória dos Elétrons e Arcanos - **Variações STT capturadas:** ""memória dos elétrons"", ""arcanos"", ""inconsciente dos elétrons"", ""memória dos antielétrons"", """
Memórias de Javé,As Memórias de Javé,RC-421,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-421-as-memorias-de-jave-cronicas.md,- **Grafia preferida:** As Memórias de Javé - **Variações:** Memórias de Javé; crônicas de Javé; as três partes de crônicas (espontâneas / nem tanto / forçadas)
"Mentalma I–VII"" (nomes dos volumes",Série Mentalma (5 livros + curso),RC-555,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-555-serie-mentalma-5-livros-curso.md,"- **Grafia preferida:** Série Mentalma (5 livros + curso) - **Variações:** ""Mentalma I–VII"" (nomes dos volumes); ""A Yoga do Cotidiano"" (epíteto do método); ""sete módulos do Mentalm"
"Mentalma"" (nome do método e da série",Mentalma,RC-166,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-166-mentalma.md,"- **Grafia preferida:** Mentalma - **Variações:** ""Mentalma"" (nome do método e da série); o usuário refere-se à série também como ""METALMA"" - **Obs.:** o livro I define como ""a min"
Mente Universal,Mente Universal (Emergente),RC-163,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-163-mente-universal-emergente.md,- Grafia preferida: Mente Universal (Emergente) - Variações: Mente Universal; Biocosmos; Mente-una - Par declarado pela fonte: RC-879 (variação)
Mente-una,Mente Universal (Emergente),RC-163,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-163-mente-universal-emergente.md,- Grafia preferida: Mente Universal (Emergente) - Variações: Mente Universal; Biocosmos; Mente-una - Par declarado pela fonte: RC-879 (variação)
Mercúrio Trismegisto,Hermes Trismegisto,RC-463,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-463-hermes-trismegisto-ningishzidda-thoth-quetzalcoatl.md,"- **Grafia preferida:** Hermes Trismegisto - **Variações:** Hermes Trismegistus (Latim); Mercúrio Trismegisto - **Equivalências (B060):** Ningishzidda (Anunnaki, filho de Enki); Te"
mergulho,Mergulho (designação ellâmica da queda),RC-528,variacao,etimologia,referencia_oral,sim,0,em análise,baixa,RC-528-mergulho.md,- Grafia preferida: Mergulho (designação ellâmica da queda) - Variações: mergulho; a descida - Uso oposto: «queda» (a leitura tradicional)
"mesa"" (= Babel?",Culto a Lilith (Transformação em Deusa Lil Babilônica),RC-813,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-813-culto-a-lilith-babilonia.md,"- **Grafia preferida:** Culto a Lilith (Transformação em Deusa Lil Babilônica) - **Variações STT capturadas:** ""Lil"", ""Lil transformou-se em deusa"", ""Babilônia"", ""mesa"" (= Babel?) "
ministério amoroso da Deidade,Democracia do Amor da Deidade,RC-333,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-333-democracia-do-amor-da-deidade.md,- **Grafia preferida:** Democracia do Amor da Deidade - **Variações:** democracia do amor; ministério amoroso da Deidade; amor incondicional da Deidade
missão de um deus,Telos,RC-292,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-292-telos-de-um-deus.md,"- **Grafia preferida:** Telos - **Variações:** telos de um deus; finalidade/missão de um deus; propósito existencial - **Idioma de origem:** grego (τέλος = fim, propósito, finalida"
"modelo colmeia"" (aspas na obra",Modelo Colmeia,RC-176,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-176-modelo-colmeia-sistema-controle-colmeia.md,"- **Grafia preferida:** Modelo Colmeia - **Variações:** sistema colmeia; controle colmeia; ""modelo colmeia"" (aspas na obra)"
molécula de DNA como representação química do psiquismo de Javé,DNA como Projeção Holográfica do Psiquismo do Criador,RC-217,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-217-dna-como-projecao-holografica-do-psiquismo-do-criador.md,- **Grafia preferida:** DNA como Projeção Holográfica do Psiquismo do Criador - **Variações:** DNA = projeção holográfica; molécula de DNA como representação química do psiquismo d
monitoramento genético cósmico,Big Data Cósmico,RC-194,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-194-big-data-cosmico.md,"- **Grafia preferida:** Big Data Cósmico - **Variações:** ""big data"" do Criador; supercontrole informacional; monitoramento genético cósmico"
monstro ciberenergético,Morlens,RC-772,variacao,etimologia,conceitual,nao,0,verificado,média,RC-772-morlens-programador-genetico-atomico-do-projeto-talm.md,"- Grafia preferida: Morlens. Variações: ""monstro ciberenergético""."
"morada"" de Brahma",Prisioneiros da Brahmaloka,RC-260,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-260-prisioneiros-da-brahmaloka.md,"- **Grafia preferida:** Prisioneiros da Brahmaloka - **Variações:** presos no universo antimaterial; ""morada"" de Brahma; prisioneiros da criação"
moradas,Os 270 Mundos,RC-265,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-265-os-270-mundos-profecia-do-zohar.md,"- **Grafia preferida:** Os 270 Mundos - **Variações:** 270 mundos da Criação; ""moradas""/lokas envolvidas; público-alvo do Zohar"
Moren So,Mohen So (Avatar Keshava de Vishnu),RC-081,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-081-mohen-so-avatar-keshava-de-vishnu.md,"- **Preferida:** Mohen So. - **Erros/variações STT:** Morren So, Morrençor, Moren So. - **Correspondências:** Phanes, Protogonos, Vasuki, Kalki."
Moros (Grega,Elm,RC-454,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-454-elm-moros---ser-lm-de-temperion.md,- **Grafia preferida:** Elm - **⚠️ GRAFIA OFICIAL DO EPÍTETO/VARIAÇÃO FONÉTICA (o ser de 4 cabeças): MORREN SO** — consagrada pela Devolutiva O-4 da P2022-09-24 (antes o STT captur
Morrençor,Mohen So (Avatar Keshava de Vishnu),RC-081,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-081-mohen-so-avatar-keshava-de-vishnu.md,"- **Preferida:** Mohen So. - **Erros/variações STT:** Morren So, Morrençor, Moren So. - **Correspondências:** Phanes, Protogonos, Vasuki, Kalki."
"mundo chamado 'Dan'"" (B057",Dan,RC-046,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-046-dan.md,"- **Grafia preferida:** Dan - **Variações:** ""mundo chamado 'Dan'"" (B057) - **Obs.:** não confundir com **Danu** (mitologia celta) nem com outros ""Dan"" da malha — aqui é o mundo ca"
mônada espiritual,Mônada,RC-149,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-149-monada-monada-espiritual.md,- **Grafia preferida:** Mônada - **Variações:** mônada espiritual; alma; espírito; consciência espiritual particularizada; protoconsciência particularizada - **Origem:** do grego *
Nan,"Ananque (estudou as necessidades dos códigos podres, com Moros; base d",RC-777,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-777-ananque-estudou-as-necessidades-dos-codigos-podres.md,"- **Grafia oficial: ANANQUE** (consagrada pela Devolutiva O-4 da P2021-07-24 — a deusa grega da necessidade/inevitabilidade, mãe das Moiras na tradição órfica). - Variações STT cap"
narrativa cruel,Pecado Original como Narrativa Cruel,RC-893,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-893-pecado-original-narrativa-cruel.md,- **Grafia preferida:** Pecado Original como Narrativa Cruel - **Variações:** queda do paraíso; expulsão do paraíso; narrativa cruel - **Idioma de origem:** Português
nem tanto,As Memórias de Javé,RC-421,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-421-as-memorias-de-jave-cronicas.md,- **Grafia preferida:** As Memórias de Javé - **Variações:** Memórias de Javé; crônicas de Javé; as três partes de crônicas (espontâneas / nem tanto / forçadas)
nenhuma registrada no censo,Cognição,RC-935,variacao,etimologia,conceitual,nao,0,provisório,média,RC-935-cognicao.md,- **Grafia preferida:** Cognição - **Variações / grafias alternativas:** (nenhuma registrada no censo) - **Idioma de origem:** latim (cognitio)
nenhuma registrada no censo,Choque de realidade,RC-936,variacao,etimologia,conceitual,nao,0,provisório,média,RC-936-choque-de-realidade.md,- **Grafia preferida:** Choque de realidade - **Variações / grafias alternativas:** (nenhuma registrada no censo) - **Idioma de origem:** português (registro do grupo)
nenhuma registrada no censo,Mônada,RC-937,variacao,etimologia,conceitual,nao,0,verificado,média,RC-937-monada.md,- **Grafia preferida:** Mônada - **Variações / grafias alternativas:** (nenhuma registrada no censo) - **Idioma de origem:** grego/latim (monas)
nenhuma registrada no censo,Livre-arbítrio,RC-938,variacao,etimologia,conceitual,nao,0,provisório,média,RC-938-livre-arbitrio.md,- **Grafia preferida:** Livre-arbítrio - **Variações / grafias alternativas:** (nenhuma registrada no censo) - **Idioma de origem:** português/latim
nenhuma registrada no censo,Samkhya,RC-939,variacao,etimologia,conceitual,nao,0,provisório,média,RC-939-samkhya.md,- **Grafia preferida:** Samkhya - **Variações / grafias alternativas:** (nenhuma registrada no censo) - **Idioma de origem:** sânscrito
